namedLocation,domainID,siteID,plotType,sampleID,sampleCode,lmaSampleID,lmaSampleCode,lmaSampleCondition,scanDate,scannedBy,cfc_LMA_freshWeight,cfc_LMA_dryWeight,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,sampleCode.x.x.x,ligninSampleBarcode,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,subplotID,sampleType,samplingMethod,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible.x,sampleCode.y,subsample1Height,subsample2Height,subsample3Height,chlorophyllSampleCode.x,chlorophyllSampleCondition,collectedBy,recordedBy,sampleCode.x.x,ligninSampleBarcode.x,cfc_elements_dryWeight,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,sampleCode.y.y,chlorophyllSampleCode.y,extractionStartDate,extractionLength,cfc_chlorophyll_freshWeight,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,sampleCode.x,cnSampleCode.x,ligninSampleBarcode.y,archiveSampleID,archiveSampleCode,toxicodendronPossible.y,processedBy,sampleCode.y.y.y,cnSampleCode.y,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,percentAccuracyQF,instrument
SCBI_049.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=,NA,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzm+fDMzVMUMQ=,NA,OK,2017-07-26T19:30:00Z,llemmon@field-ops.org,4.892,1.659,jward@battelleecology.org,3,19852.7,100,83.6,0.339,mhughes@field-ops.org,NA,NA,0.494,19.48,18.72,deciduousForest,WGS84,38.894615,-78.13964,20.2,365.1,0.23,NEON.DOC.001024vD,23,Woody individual,line launcher,Y,02574,NEON.PLA.D02.SCBI.02574,LITU,Liriodendron tulipifera L.,OK,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,llemmon@field-ops.org,jporta@BattelleEcology.org,NA,NA,0.103,50,0.13,1.07,0.89,0.59,0.13,1514.2,42.1,8.9,23.1,28.4,NA,NA,2017-08-02,48,0.0865,20,11.97,3.76,2.59,A,0,NA,NA,NA,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzq+Rg3GyIyv4=,NA,NA,imatlock@field-ops.org,NA,NA,2.28,47.82,21,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_049.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=,NA,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzm+fDMzVMUMQ=,NA,OK,2017-07-26T19:30:00Z,llemmon@field-ops.org,4.892,1.659,jward@battelleecology.org,3,19852.7,100,83.6,0.339,mhughes@field-ops.org,NA,NA,0.494,19.48,18.72,deciduousForest,WGS84,38.894615,-78.13964,20.2,365.1,0.23,NEON.DOC.001024vD,23,Woody individual,line launcher,Y,02574,NEON.PLA.D02.SCBI.02574,LITU,Liriodendron tulipifera L.,OK,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,llemmon@field-ops.org,jporta@BattelleEcology.org,NA,NA,0.103,50,0.12,1.11,0.91,0.61,0.13,1515.3,40.5,8.8,20.2,28.1,NA,NA,2017-08-02,48,0.0865,20,11.97,3.76,2.59,A,0,NA,NA,NA,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzq+Rg3GyIyv4=,NA,NA,imatlock@field-ops.org,NA,NA,2.28,47.82,21,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_049.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzjRrqnIHDlKA=,NA,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzk/JcMJl6BaY=,NA,OK,2017-07-26T19:45:00Z,llemmon@field-ops.org,3.668,1.647,jward@battelleecology.org,3,14132,100,116.5,0.449,mhughes@field-ops.org,NA,NA,0.519,29.98,24.64,deciduousForest,WGS84,38.894615,-78.13964,20.2,365.1,0.23,NEON.DOC.001024vD,23,Woody individual,line launcher,Y,02577,NEON.PLA.D02.SCBI.02577,QURU,Quercus rubra L.,OK,NA,NA,NA,NA,NA,NA,NA,21.9,19.8,NA,NA,NA,llemmon@field-ops.org,jporta@BattelleEcology.org,NA,NA,0.106,50,0.12,0.41,0.84,0.23,0.1,237.4,309.8,4.2,22.1,26.6,NA,NA,2017-08-02,48,0.084,20,10.31,3.11,2.3,A,0,NA,NA,NA,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzTiBjMjWudZM=,NA,NA,imatlock@field-ops.org,NA,NA,2.1,49.62,23.6,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_049.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxjm4EVnGl/t4=,NA,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxSUE2xSO0x2M=,NA,OK,2017-07-26T20:00:00Z,llemmon@field-ops.org,5.611,2.188,jward@battelleecology.org,1,25888,98,84.5,0.39,mhughes@field-ops.org,NA,NA,0.494,17.86,16.27,deciduousForest,WGS84,38.894615,-78.13964,20.2,365.1,0.23,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,02549,NEON.PLA.D02.SCBI.02549,JUNI,Juglans nigra L.,OK,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,llemmon@field-ops.org,jporta@BattelleEcology.org,NA,NA,0.103,50,0.14,0.89,1.47,0.39,0.11,499,62.5,8.4,40,28.3,NA,NA,2017-08-02,48,0.0997,20,12.56,3.64,3.47,A,0,NA,NA,NA,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxzMSLG5vpGDY=,NA,NA,imatlock@field-ops.org,NA,NA,2.4,48.63,20.3,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_010.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq64SBG3RfAhI4=,NA,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq68ZKQ/B/kUeX3vCq8hIBWuw==,NA,OK,2017-07-27T21:30:00Z,llemmon@field-ops.org,2.676,0.857,mhughes@field-ops.org,2,16293.7,99,52.6,0.32,mhughes@field-ops.org,NA,NA,0.502,17.21,17.44,deciduousForest,WGS84,38.88477,-78.12516,20.2,493.3,0.3,NEON.DOC.001024vD,31,Woody individual,line launcher,Y,01925,NEON.PLA.D02.SCBI.01925,ACNEN,Acer negundo L. var. negundo,Physically damaged,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,NA,0.105,50,0.19,1.58,1.13,0.44,0.2,1010.5,69.8,6.1,69.8,33,NA,NA,2017-08-02,48,0.096,20,8.15,2.84,2.25,A,0,NA,NA,NA,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6msNYha2SmeA=,NA,NA,imatlock@field-ops.org,NA,NA,2.82,48.27,17.1,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_010.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=,NA,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6pLlCmS22AE2kwmmqgxGQJA==,NA,OK,2017-07-27T21:15:00Z,llemmon@field-ops.org,4.06,0.897,mhughes@field-ops.org,1,22761.3,100,39.4,0.221,mhughes@field-ops.org,NA,NA,0.499,21.04,21.67,deciduousForest,WGS84,38.88477,-78.12516,20.2,493.3,0.3,NEON.DOC.001024vD,32,Woody individual,line launcher,N,13006,NEON.PLA.D02.SCBI.13006,VITIS,Vitis sp.,Insect damaged,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,NA,0.108,50,0.18,1.11,2.18,0.27,0.14,150.4,119.3,6.8,36.8,31.7,NA,NA,2017-08-02,48,0.0802,20,7.93,3.4,0.79,A,0,NA,NA,NA,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6nKDWga8Nl6o=,NA,NA,imatlock@field-ops.org,NA,NA,2.29,43,18.8,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_010.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=,NA,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6pLlCmS22AE2kwmmqgxGQJA==,NA,OK,2017-07-27T21:15:00Z,llemmon@field-ops.org,4.06,0.897,mhughes@field-ops.org,1,22761.3,100,39.4,0.221,mhughes@field-ops.org,NA,NA,0.499,21.04,21.67,deciduousForest,WGS84,38.88477,-78.12516,20.2,493.3,0.3,NEON.DOC.001024vD,32,Woody individual,line launcher,N,13006,NEON.PLA.D02.SCBI.13006,VITIS,Vitis sp.,Insect damaged,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,NA,0.108,50,0.18,1.11,2.18,0.27,0.14,150.4,119.3,6.8,36.8,31.7,NA,NA,2017-08-02,48,0.0802,20,7.93,3.4,0.79,A,0,NA,NA,NA,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6nKDWga8Nl6o=,NA,NA,imatlock@field-ops.org,NA,NA,2.8,45.02,16.1,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_045.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=,NA,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+oHHiE4O1f2UToCuIvO5QZQ==,NA,OK,2017-07-30T23:05:00Z,gchapman@neoninc.org,3.998,1.606,mhughes@field-ops.org,3,18747.7,96,85.7,0.402,mhughes@field-ops.org,NA,NA,0.486,16.69,14.5,deciduousForest,WGS84,38.890566,-78.139431,20.1,359,0.1,NEON.DOC.001024vD,39,Woody individual,pole pruner,N,13008,NEON.PLA.D02.SCBI.13008,VITIS,Vitis sp.,Insect damaged,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,gchapman@neoninc.org,alandes@field-ops.org,NA,NA,0.103,50,0.2,1.46,0.67,0.37,0.14,123.4,51.1,10.9,20.6,20.6,NA,NA,2017-08-02,48,0.075,20,7.24,2.26,2.04,A,0,NA,NA,NA,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+fQCwJqWuSbI=,NA,NA,imatlock@field-ops.org,NA,NA,2.1,47.03,22.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_045.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=,NA,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+oHHiE4O1f2UToCuIvO5QZQ==,NA,OK,2017-07-30T23:05:00Z,gchapman@neoninc.org,3.998,1.606,mhughes@field-ops.org,3,18747.7,96,85.7,0.402,mhughes@field-ops.org,NA,NA,0.486,16.69,14.5,deciduousForest,WGS84,38.890566,-78.139431,20.1,359,0.1,NEON.DOC.001024vD,39,Woody individual,pole pruner,N,13008,NEON.PLA.D02.SCBI.13008,VITIS,Vitis sp.,Insect damaged,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,gchapman@neoninc.org,alandes@field-ops.org,NA,NA,0.103,50,0.2,1.46,0.67,0.37,0.14,123.4,51.1,10.9,20.6,20.6,NA,NA,2017-08-02,48,0.075,20,7.24,2.26,2.04,A,0,NA,NA,NA,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+fQCwJqWuSbI=,NA,NA,imatlock@field-ops.org,NA,NA,1.99,46.33,23.3,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_002.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF33QYbdiOMRZA=,NA,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3GGyk2RJiv8nIKixkSJbeNQ==,NA,OK,2017-07-30T22:25:00Z,gchapman@neoninc.org,3.278,1.463,mhughes@field-ops.org,1,15363.9,98,95.2,0.446,mhughes@field-ops.org,NA,NA,0.483,15.53,23.03,deciduousForest,WGS84,38.895212,-78.142701,20.1,316.8,0.38,NEON.DOC.001024vD,40,Woody individual,line launcher,Y,00011,NEON.PLA.D02.SCBI.00011,FRAM2,Fraxinus americana L.,Insect damaged,NA,NA,NA,NA,NA,NA,NA,20.3,23.3,19.7,NA,NA,mhughes@field-ops.org,alandes@field-ops.org,NA,NA,0.104,50,0.29,1.09,1.49,0.3,0.18,48.7,71.4,10.8,30.5,24.4,NA,NA,2017-08-02,48,0.0802,20,11.02,3.3,2.82,A,0,NA,NA,NA,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3f3zzA74XhLY=,NA,NA,imatlock@field-ops.org,NA,NA,2.12,47.24,22.3,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_002.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=,NA,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r30EpuobRVmOA=,NA,OK,2017-07-30T22:40:00Z,gchapman@neoninc.org,4.985,1.925,mhughes@field-ops.org,1,23657.3,98,81.4,0.386,mhughes@field-ops.org,NA,NA,0.503,16.39,17.43,deciduousForest,WGS84,38.895212,-78.142701,20.1,316.8,0.38,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,00003,NEON.PLA.D02.SCBI.00003,JUNI,Juglans nigra L.,OK,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,mhughes@field-ops.org,alandes@field-ops.org,NA,NA,0.104,50,0.22,2.05,1.57,0.67,0.12,105.2,65.6,10.1,53.9,25.2,NA,NA,2017-08-02,48,0.0858,20,12.45,4.15,4.03,A,0,NA,NA,NA,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3NsY3YWrzkzg=,NA,NA,imatlock@field-ops.org,NA,NA,2.76,46.98,17,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_002.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=,NA,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r30EpuobRVmOA=,NA,OK,2017-07-30T22:40:00Z,gchapman@neoninc.org,4.985,1.925,mhughes@field-ops.org,1,23657.3,98,81.4,0.386,mhughes@field-ops.org,NA,NA,0.503,16.39,17.43,deciduousForest,WGS84,38.895212,-78.142701,20.1,316.8,0.38,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,00003,NEON.PLA.D02.SCBI.00003,JUNI,Juglans nigra L.,OK,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,mhughes@field-ops.org,alandes@field-ops.org,NA,NA,0.104,50,0.22,2.05,1.57,0.67,0.12,105.2,65.6,10.1,53.9,25.2,NA,NA,2017-08-02,48,0.0858,20,12.45,4.15,4.03,A,0,NA,NA,NA,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3NsY3YWrzkzg=,NA,NA,imatlock@field-ops.org,NA,NA,2.9,47.43,16.3,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_002.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJaxl8Ck9jB24=,NA,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJWOjNUaiLZl8=,NA,OK,2017-07-30T22:50:00Z,gchapman@neoninc.org,4.373,1.324,mhughes@field-ops.org,3,20697.5,97,64,0.303,mhughes@field-ops.org,NA,NA,0.475,19.41,19.5,deciduousForest,WGS84,38.895212,-78.142701,20.1,316.8,0.38,NEON.DOC.001024vD,21,Woody individual,line launcher,N,13005,NEON.PLA.D02.SCBI.13005,LITU,Liriodendron tulipifera L.,OK,NA,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,mhughes@field-ops.org,alandes@field-ops.org,NA,NA,0.102,50,0.17,1.48,0.83,0.57,0.13,273.8,268.7,277.8,23.4,270.5,NA,NA,2017-08-02,48,0.0983,20,13.8,4.66,3.05,A,0,NA,NA,NA,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJk2E+sufd2nE=,NA,NA,imatlock@field-ops.org,NA,NA,2.46,47.57,19.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_045.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=,NA,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds4wmawyS0GqsL3psFihLDGw==,NA,OK,2017-07-30T23:19:00Z,gchapman@neoninc.org,3.58,1.601,mhughes@field-ops.org,1,18243.6,100,87.8,0.447,mhughes@field-ops.org,NA,NA,0.531,17.31,26.25,deciduousForest,WGS84,38.890566,-78.139431,20.1,359,0.1,NEON.DOC.001024vD,39,Woody individual,line launcher,Y,03296,NEON.PLA.D02.SCBI.03296,FRAM2,Fraxinus americana L.,Insect damaged,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,gchapman@neoninc.org,alandes@field-ops.org,NA,NA,0.107,50,0.2,0.87,1.27,0.21,0.15,835.6,62.7,5.6,33.2,26.7,NA,NA,2017-08-02,48,0.0782,20,10.3,2.91,2.65,A,0,NA,NA,NA,HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsiNiVJY30v/A=,NA,NA,imatlock@field-ops.org,NA,NA,2.22,47.56,21.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_045.basePlot.cfc,D02,SCBI,tower,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=,NA,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds4wmawyS0GqsL3psFihLDGw==,NA,OK,2017-07-30T23:19:00Z,gchapman@neoninc.org,3.58,1.601,mhughes@field-ops.org,1,18243.6,100,87.8,0.447,mhughes@field-ops.org,NA,NA,0.476,17.53,26.77,deciduousForest,WGS84,38.890566,-78.139431,20.1,359,0.1,NEON.DOC.001024vD,39,Woody individual,line launcher,Y,03296,NEON.PLA.D02.SCBI.03296,FRAM2,Fraxinus americana L.,Insect damaged,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,gchapman@neoninc.org,alandes@field-ops.org,NA,NA,0.107,50,0.2,0.87,1.27,0.21,0.15,835.6,62.7,5.6,33.2,26.7,NA,NA,2017-08-02,48,0.0782,20,10.3,2.91,2.65,A,0,NA,NA,NA,HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsiNiVJY30v/A=,NA,NA,imatlock@field-ops.org,NA,NA,2.22,47.56,21.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_013.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g0H5tKbBogRU=,NA,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5geEIVVErTNes=,NA,OK,2017-07-31T19:30:00Z,asmith@BattelleEcology.org,3.539,1.705,jporta@BattelleEcology.org,4,15678.2,98,108.7,0.482,mhughes@field-ops.org,NA,NA,0.477,27.5,19.91,deciduousForest,WGS84,38.874379,-78.163985,20.2,314.3,0.27,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,01531,NEON.PLA.D02.SCBI.01531,QURU,Quercus rubra L.,OK,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,asmith@BattelleEcology.org,llemmon@field-ops.org,NA,NA,0.105,50,0.14,0.47,0.83,0.17,0.12,824.6,53.1,6.3,33.5,18.1,NA,NA,2017-08-09,48,0.0916,20,10.49,3.06,2.39,B,0,NA,NA,NA,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g2ptblZes7x8=,NA,NA,imatlock@field-ops.org,NA,NA,2.78,51.18,18.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_013.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvURN7NsCxT/M=,NA,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvJXoNL/Mn37g=,NA,OK,2017-07-31T19:34:00Z,asmith@BattelleEcology.org,4.497,2.061,jporta@BattelleEcology.org,5,22050.6,98,93.5,0.458,asmith@BattelleEcology.org,NA,NA,0.452,17.5,21.68,deciduousForest,WGS84,38.874379,-78.163985,20.2,314.3,0.27,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,01496,NEON.PLA.D02.SCBI.01496,LITU,Liriodendron tulipifera L.,OK,NA,NA,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA,asmith@BattelleEcology.org,llemmon@field-ops.org,NA,NA,0.105,50,0.21,0.77,1.95,0.46,0.14,241.8,61.4,9.7,13.4,22,NA,NA,2017-08-09,48,0.0955,20,12.01,4.05,2.7,B,0,NA,NA,NA,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvrHU584I0i3o=,NA,NA,imatlock@field-ops.org,NA,NA,2.26,47.18,20.9,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_013.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvH9kpDJGuvvY=,NA,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvDgAGgExy3VTB3v9OLtq/9Q==,NA,OK,2017-07-31T19:39:00Z,asmith@BattelleEcology.org,4.307,1.202,jporta@BattelleEcology.org,5,22165.7,99,54.2,0.279,asmith@BattelleEcology.org,NA,NA,0.535,26.14,21.48,deciduousForest,WGS84,38.874379,-78.163985,20.2,314.3,0.27,NEON.DOC.001024vD,41,Woody individual,line launcher,N,13010Z,NEON.PLA.D02.SCBI.13010Z,QUMO4,Quercus montana Willd.,OK,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,asmith@BattelleEcology.org,llemmon@field-ops.org,NA,NA,0.104,50,0.17,0.36,0.91,0.1,0.12,393.8,56.4,7.9,32.6,18.1,NA,NA,2017-08-09,48,0.1,20,14.42,3.91,3.56,B,0,NA,NA,NA,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvRM/+2+PYOS8=,NA,NA,imatlock@field-ops.org,NA,NA,2.26,50.99,22.6,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_008.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRhlQcjpEZCJs=,NA,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRK3FVZ8PwEfTLXjQtHjxmCA==,NA,OK,2017-08-01T23:05:00Z,llemmon@field-ops.org,4.095,1.835,jporta@BattelleEcology.org,5,22472,97,81.7,0.448,asmith@BattelleEcology.org,NA,NA,0.492,23.33,20.29,deciduousForest,WGS84,38.887763,-78.147164,20.3,336.7,0.41,NEON.DOC.001024vD,41,Woody individual,line launcher,N,13011,NEON.PLA.D02.SCBI.13011,QUMO4,Quercus montana Willd.,OK,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,NA,0.103,50,0.13,0.37,0.94,0.13,0.15,266.7,65.4,10.8,30.5,18.2,NA,NA,2017-08-09,48,0.0856,20,11.76,3.41,2.56,B,0,NA,NA,NA,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqR6EHjHyTcB6E=,NA,NA,imatlock@field-ops.org,NA,NA,2.66,50.44,19,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
SCBI_008.basePlot.cfc,D02,SCBI,distributed,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASXFeig3DWZYo=,NA,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASCeAGpT2PABQ=,NA,OK,2017-08-01T22:55:00Z,llemmon@field-ops.org,2.965,1.186,jporta@BattelleEcology.org,4,20278.1,90,58.5,0.4,asmith@BattelleEcology.org,NA,NA,0.5,17.04,17.22,deciduousForest,WGS84,38.887763,-78.147164,20.3,336.7,0.41,NEON.DOC.001024vD,NA,Woody individual,line launcher,Y,1103,NEON.PLA.D02.SCBI.01103,QUAL,Quercus alba L.,OK,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,NA,0.102,50,0.17,0.41,1.67,0.22,0.12,835.7,64.9,8.2,57.3,53.9,NA,NA,2017-08-09,48,0.0925,20,10.94,3.5,2.38,B,0,NA,NA,NA,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASwv+bT4YE6yY=,NA,NA,imatlock@field-ops.org,NA,NA,2.43,47.9,19.8,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
