"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","ligninSampleID","ligninSampleBarcode","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"db13c4ed-29b7-4339-8830-7e1d647cacf4","SOAP_002.basePlot.cfc","D17","SOAP","SOAP_002","distributed","P3kunhL9imALecDVNNols+Hs2m+9sYqcfzHqq4HPjdY=",NA,"P3kunhL9imALecDVNNols+Hs2m+9sYqcbh9gctG87GU=","A00000026300","2018-06-20T19:09Z","2018-12-10",1,0.102,50,0.316,0.325,0.106,0.057,0.115,178.5,175.4,4.6,46.7,27.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"5479e007-0d79-444b-a4c8-3360005faecb","SOAP_002.basePlot.cfc","D17","SOAP","SOAP_002","distributed","P3kunhL9imDcMwJNR7pXD9JwOM1O9//SsQlYaD0gEUo=",NA,"P3kunhL9imDcMwJNR7pXD9JwOM1O9//Sqzz2Oq2dYCVJU6uUZXy2GQ==","A00000026287","2018-06-20T19:11Z","2018-12-10",1,0.127,50,0.283,0.242,0.076,0.042,0.086,101.6,143,4.3,24.5,18.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"fe0d49a7-0f96-43d3-8456-8723a41d503a","SOAP_002.basePlot.cfc","D17","SOAP","SOAP_002","distributed","P3kunhL9imDcMwJNR7pXD44rHggdR4ZwJ5ywFytmgoo=",NA,"P3kunhL9imDcMwJNR7pXD44rHggdR4Zwsluq/qNR/N7bG47SE9TdpA==","A00000026230","2018-06-20T19:43Z","2018-12-10",1,0.135,50,0.363,0.485,0.141,0.089,0.082,103,239,2.9,21.5,11.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"735014fb-adca-4173-9963-aa0db8c8c43f","SOAP_002.basePlot.cfc","D17","SOAP","SOAP_002","distributed","P3kunhL9imDcMwJNR7pXD7J+nm5NB1mbR1eqYhuIsw4=",NA,"P3kunhL9imDcMwJNR7pXD7J+nm5NB1mbAOW8YF0FuCtz7USLRa4gOg==","A00000026268","2018-06-20T20:12Z","2018-12-10",1,0.13,50,0.275,0.183,0.075,0.033,0.081,125.2,151.5,3.4,32.6,18.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"66f570e0-57c9-40da-b18a-e880ba567422","SOAP_043.basePlot.cfc","D17","SOAP","SOAP_043","tower","P3kunhL9imC/RYNA3UJyYlPBcXM1xPkGKY1xn2PR70k=",NA,"P3kunhL9imC/RYNA3UJyYlPBcXM1xPkGiJKfib2tP9sNS/FGk97B+Q==","A00000026196","2018-06-21T17:03Z","2018-12-10",1,0.111,50,0.324,0.289,0.122,0.115,0.05,82,88.6,3.3,22.8,25.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"61a928ec-379b-4fb4-960d-92d7fc6a39f9","SOAP_043.basePlot.cfc","D17","SOAP","SOAP_043","tower","P3kunhL9imBB73h8GPDce99AgyJlAtNfqHVdSCX5p30=",NA,"P3kunhL9imBB73h8GPDce99AgyJlAtNfMcrr+jDJTzw=","A00000026239","2018-06-21T18:09Z","2018-12-10",1,0.108,50,0.311,0.311,0.132,0.045,0.088,199.7,58.6,3.9,29.1,15.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"409e9228-20f6-4f12-8fbd-146c9f4b961a","SOAP_043.basePlot.cfc","D17","SOAP","SOAP_043","tower","P3kunhL9imB2ogM7Qwr3ufoX6jRrAN5TgIvwZqZpnE4=",NA,"P3kunhL9imB2ogM7Qwr3ufoX6jRrAN5T6eWd3bKa8tU=","A00000026249","2018-06-21T18:12Z","2018-12-10",1,0.103,50,0.315,0.254,0.126,0.054,0.153,236.3,152.9,8.7,31.5,34.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"8747f0b7-ef4f-4fc0-ac22-b3171a3d0a0b","SOAP_044.basePlot.cfc","D17","SOAP","SOAP_044","tower","P3kunhL9imCoWAM/ZrwpAiYpU+Sgsb4xV8aD5hvbcP4=",NA,"P3kunhL9imCoWAM/ZrwpAiYpU+Sgsb4xOvCYYktvd/QFV1d8y8u7aQ==","A00000026236","2018-06-21T19:36Z","2018-12-10",1,0.133,50,0.287,0.268,0.097,0.056,0.065,17.7,61.5,4.1,36.9,37.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"c831b1a6-0cfb-44b0-bbe5-cf135f01a076","SOAP_044.basePlot.cfc","D17","SOAP","SOAP_044","tower","P3kunhL9imCL7IL5J5RpwgmZI8nm9yVd2cYIWO0NCWA=",NA,"P3kunhL9imCL7IL5J5RpwgmZI8nm9yVdV9HJMArcFhk=","A00000026281","2018-06-21T19:39Z","2018-12-10",1,0.105,50,0.538,0.495,0.157,0.072,0.103,193.7,97.9,7,24.4,25.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ee46e1a6-9dc3-42ab-a8f4-e9908d0da5c8","SOAP_044.basePlot.cfc","D17","SOAP","SOAP_044","tower","P3kunhL9imAfVlcYyDBLENnYurhA6sSyzQiyctCa6Fc=",NA,"P3kunhL9imAfVlcYyDBLENnYurhA6sSyXXzKCsDYjJ2gvERrk+C5Jw==","A00000027112","2018-06-21T19:45Z","2018-12-10",1,0.124,50,0.296,0.202,0.164,0.079,0.075,367.3,64.4,4.2,39.4,13.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"859313b5-dd5a-4c2a-9b76-8e176fcc133d","SOAP_008.basePlot.cfc","D17","SOAP","SOAP_008","distributed","P3kunhL9imD8wsAmAZLigSK2UAzTfCFhnwFBpM46v4M=",NA,"P3kunhL9imD8wsAmAZLigSK2UAzTfCFhXe8ODfrTXCs=","A00000026304","2018-06-26T17:13Z","2018-12-10",1,0.11,50,0.353,0.248,0.102,0.048,0.069,164.4,261,4.3,27.7,25.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"8d9b19bd-65c5-4479-a780-a3a0cb20a45b","SOAP_007.basePlot.cfc","D17","SOAP","SOAP_007","distributed","P3kunhL9imDHdca1Uo9t31rlfqCqQI6Uq4pYIko2Yug=",NA,"P3kunhL9imDHdca1Uo9t31rlfqCqQI6URe34Vr6o8Qs=","A00000027124","2018-06-26T18:40Z","2018-12-10",1,0.137,50,0.294,0.297,0.113,0.054,0.073,88.2,98.4,4.3,17.1,26.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"a7954fb1-3ab3-4fb4-baef-787c58db1561","SOAP_045.basePlot.cfc","D17","SOAP","SOAP_045","tower","P3kunhL9imD3XS6HMNxU6CGHnkK3IlDh6pQ0l0inFJg=",NA,"P3kunhL9imD3XS6HMNxU6CGHnkK3IlDhXTIZj6coh1GztbF6aovY6g==","A00000026301","2018-06-26T20:04Z","2018-12-10",1,0.111,50,0.43,0.175,0.132,0.053,0.056,17.7,65.3,5,30.6,27.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"64f81559-c8b8-439b-860f-9372fea7bea3","SOAP_045.basePlot.cfc","D17","SOAP","SOAP_045","tower","P3kunhL9imCLhHZCGaVU5i/FWdw+dN9aiY/xyorbUUQ=",NA,"P3kunhL9imCLhHZCGaVU5i/FWdw+dN9a41YncDBk4Lp4N3oe7sOCmA==","A00000026282","2018-06-26T20:07Z","2018-12-10",1,0.146,50,0.206,0.241,0.091,0.072,0.081,30.6,72,3.3,23,17.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"fd510f3d-675e-4d59-8b37-2860999e6ed4","SOAP_045.basePlot.cfc","D17","SOAP","SOAP_045","tower","P3kunhL9imDuWescO8pkuXaAyVGREIwyp8voGRAb5N4=",NA,"P3kunhL9imDuWescO8pkuXaAyVGREIwyfZPhMfSqgBM=","A00000026188","2018-06-26T20:11Z","2018-12-10",2,0.137,50,0.269,0.237,0.1,0.042,0.15,294.3,162.5,10.6,52.7,30.3,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"48168123-58c7-4763-822c-e62e1c406a7b","SOAP_045.basePlot.cfc","D17","SOAP","SOAP_045","tower","P3kunhL9imDuWescO8pkuXaAyVGREIwyp8voGRAb5N4=",NA,"P3kunhL9imDuWescO8pkuXaAyVGREIwyfZPhMfSqgBM=","A00000026188","2018-06-26T20:11Z","2018-12-10",1,0.11,50,0.329,0.298,0.122,0.053,0.145,330.6,181.8,13,60.9,35.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"48c9cf34-a0b4-4ee6-9c6f-29a06ce39c59","SOAP_045.basePlot.cfc","D17","SOAP","SOAP_045","tower","P3kunhL9imBoGOImDD3OMe8+Vq8OHhbGRXivA95BtUY=",NA,"P3kunhL9imBoGOImDD3OMe8+Vq8OHhbGxSySVlvc31lbvzKovY00VA==","A00000026273","2018-06-26T20:15Z","2018-12-10",1,0.179,50,0.212,0.196,0.066,0.037,0.059,60.9,101.6,1.8,14.7,8.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"1e499f64-fc03-4402-9596-f6a03c0f52cc","SOAP_005.basePlot.cfc","D17","SOAP","SOAP_005","distributed","P3kunhL9imC869xF41scI37CS5B252Zj50BroFy/QK4=",NA,"P3kunhL9imC869xF41scI37CS5B252ZjleCYFyJRgZWiD3b59DSZ+g==","A00000026270","2018-06-27T17:06Z","2018-12-10",1,0.106,50,0.334,0.261,0.265,0.07,0.099,88.6,124.1,4.1,18.6,31.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"662662b6-b599-40ea-8e9c-07456206c1e8","SOAP_005.basePlot.cfc","D17","SOAP","SOAP_005","distributed","P3kunhL9imAVUyj+jGZAamAc+NSicMATCYdCzNQFW+Q=",NA,"P3kunhL9imAVUyj+jGZAamAc+NSicMATSE/oPmT4rmE=","A00000026215","2018-06-27T17:08Z","2018-12-10",1,0.113,50,0.283,0.193,0.295,0.078,0.118,315.5,86.6,7.3,44.4,43,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"30dc1d3e-c90d-4a30-bf94-f241c2926949","SOAP_005.basePlot.cfc","D17","SOAP","SOAP_005","distributed","P3kunhL9imAuveiugLwoB+sE6loJoNaPcZ8rTSJG2LU=",NA,"P3kunhL9imAuveiugLwoB+sE6loJoNaPZavC6V0Bb65x48T3Yvg3EQ==","A00000026256","2018-06-27T17:16Z","2018-12-10",1,0.142,50,0.257,0.124,0.19,0.049,0.075,926.7,89.1,6.2,48,25.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"a46d099c-908a-4e5f-89c5-02e3df955774","SOAP_003.basePlot.cfc","D17","SOAP","SOAP_003","distributed","P3kunhL9imDjQiMbDFF1+6iHWu+5aan+mKxYLzHg6oM=",NA,"P3kunhL9imDjQiMbDFF1+6iHWu+5aan+zSxpCz4LLAQ=","A00000030554","2018-06-27T18:44Z","2018-12-10",1,0.109,50,0.392,0.305,0.127,0.079,0.051,152.6,149.4,2.2,22.4,14.4,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"687deabe-a27d-4beb-b8e5-343b48b2e6c5","SOAP_031.basePlot.cfc","D17","SOAP","SOAP_031","tower","P3kunhL9imA6EGMWPAbDtXxl9hQrnuRP7SgnPayoiRQ=",NA,"P3kunhL9imA6EGMWPAbDtXxl9hQrnuRPwXTb/BgBof+DnM+FXcNrBQ==","A00000027120","2018-06-27T19:41Z","2018-12-10",1,0.122,50,0.337,0.245,0.168,0.048,0.067,292.6,166,6.1,53.5,14,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"54a1ba93-b370-4d43-b695-71dc8f5b26e4","SOAP_031.basePlot.cfc","D17","SOAP","SOAP_031","tower","P3kunhL9imA6EGMWPAbDtXxl9hQrnuRP7SgnPayoiRQ=",NA,"P3kunhL9imA6EGMWPAbDtXxl9hQrnuRPwXTb/BgBof+DnM+FXcNrBQ==","A00000027120","2018-06-27T19:41Z","2018-12-10",2,0.131,50,0.296,0.224,0.143,0.042,0.068,287.5,154,6.5,45.1,12.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"0edfa56c-8c79-419e-92f2-6743b1a0e927","SOAP_031.basePlot.cfc","D17","SOAP","SOAP_031","tower","P3kunhL9imCcaNqq5lNo5Xf42nSK+coV/dkqC8pfpnA=",NA,"P3kunhL9imCcaNqq5lNo5Xf42nSK+coVIx9jdqXwrctIVgWm5R5Inw==","A00000026231","2018-06-27T20:00Z","2018-12-10",1,0.117,50,0.296,0.228,0.129,0.086,0.102,757.5,237.3,4.8,20.7,20,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"8d826520-8e1c-4c17-9b91-25ae8c05f21d","SOAP_031.basePlot.cfc","D17","SOAP","SOAP_031","tower","P3kunhL9imDJgYPbZUw0bVzgti8BJJchRt/ztvJS2NE=",NA,"P3kunhL9imDJgYPbZUw0bVzgti8BJJchxCvBdLd7GJk=","A00000026233","2018-06-27T20:12Z","2018-12-10",1,0.104,50,0.422,0.484,0.263,0.1,0.092,162.4,62.4,6.8,23.1,25.4,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"c5e35604-a897-44e8-8612-639cb48d18d7","SOAP_031.basePlot.cfc","D17","SOAP","SOAP_031","tower","P3kunhL9imAT9aqsQMxA+LxNgRwlUTROgh+IjKm67lI=",NA,"P3kunhL9imAT9aqsQMxA+LxNgRwlUTROhRuqMSXkYoE=","A00000026219","2018-06-27T20:39Z","2018-12-10",1,0.106,50,0.348,0.237,0.45,0.071,0.076,182.6,176.1,5.5,22,18.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"bce62f81-9c04-4cdc-82d3-84d7870320e5","SOAP_031.basePlot.cfc","D17","SOAP","SOAP_031","tower","P3kunhL9imAT9aqsQMxA+GuMPRBHB+pfZzQZkvQf3LE=",NA,"P3kunhL9imAT9aqsQMxA+GuMPRBHB+pfr7OboPXPkZU=","A00000027115","2018-06-27T20:43Z","2018-12-10",1,0.123,50,0.353,0.375,0.285,0.046,0.073,105.8,108.2,3.4,24.1,17.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"52dec51b-927a-49c4-8b0c-1e324c837977","SOAP_001.basePlot.cfc","D17","SOAP","SOAP_001","distributed","P3kunhL9imAtCqDUp1aNJKy/gctCbpftGFWl76j+I3E=",NA,"P3kunhL9imAtCqDUp1aNJKy/gctCbpfteFLaVaGN7+ueEeaBPufPfA==","A00000026296","2018-06-28T18:26Z","2018-12-10",1,0.137,50,0.28,0.001,0.008,0,0.108,229.4,96.1,5.5,67.3,36.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"a6ae0e28-8443-46ca-9d37-bc241ead7c2b","SOAP_001.basePlot.cfc","D17","SOAP","SOAP_001","distributed","P3kunhL9imAtCqDUp1aNJKDALrRedjhrxLjepgp+t2M=",NA,"P3kunhL9imAtCqDUp1aNJKDALrRedjhrCh4IaCezgS/Hty0wSHicMA==","A00000026201","2018-06-28T18:27Z","2018-12-10",1,0.103,50,0.084,0.003,0.015,0.001,0.096,316.5,119.9,5.3,54.9,35,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"0ce84617-7d46-40e8-9cfd-b2ab0597997e","SOAP_001.basePlot.cfc","D17","SOAP","SOAP_001","distributed","P3kunhL9imCIrq52CTp1qTbQw84JydRMQDXKavvDIBY=",NA,"P3kunhL9imCIrq52CTp1qTbQw84JydRMLkXl1cDuo47scX1pdLkfFA==","A00000026198","2018-06-28T18:29Z","2018-12-10",1,0.102,50,0.314,0.244,0.114,0.106,0.108,38.3,91.9,1.6,29.9,18.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ad21994c-aff7-48dd-b674-196d775a0edb","SOAP_011.basePlot.cfc","D17","SOAP","SOAP_011","distributed","P3kunhL9imAtK/zQL3ODmN/tRVUNM3/nBo9IepKHBLk=",NA,"P3kunhL9imAtK/zQL3ODmN/tRVUNM3/n0j7h6qtvrPXDat81i0GNYg==","A00000026222","2018-07-03T16:40Z","2018-12-10",1,0.125,50,0.38,0.551,0.158,0.074,0.163,29.7,202.2,3.9,29.6,18.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"2ed25b72-068e-4eb1-b5a5-f61c9d4b1636","SOAP_011.basePlot.cfc","D17","SOAP","SOAP_011","distributed","P3kunhL9imAtK/zQL3ODmEYYEQDJKsCAJChZRsC+h9s=",NA,"P3kunhL9imAtK/zQL3ODmEYYEQDJKsCAjzYdwIDAXSu3XjuVXxxDFw==","A00000026289","2018-07-03T16:45Z","2018-12-10",1,0.112,50,0.326,0.201,0.107,0.043,0.14,17.4,86.7,2,28.7,14.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"5f29cd5c-9e29-49d1-97d0-9a41110bc67e","SOAP_011.basePlot.cfc","D17","SOAP","SOAP_011","distributed","P3kunhL9imAtK/zQL3ODmM4pnkV5lCR86s4ANMBd7HM=",NA,"P3kunhL9imAtK/zQL3ODmM4pnkV5lCR84WsmMMCC6xnUlVA4hUesfw==","A00000026257","2018-07-03T16:50Z","2018-12-10",1,0.108,50,0.352,0.229,0.137,0.046,0.176,25.3,139.7,4.4,37.1,22,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"0ced4675-ae42-4543-aaba-7abc2670b43e","SOAP_004.basePlot.cfc","D17","SOAP","SOAP_004","distributed","P3kunhL9imCEVtjyAAzgCOyrMQ3jhXz7E22MAFk2jeM=",NA,"P3kunhL9imCEVtjyAAzgCOyrMQ3jhXz7JkdkDgQO16HO5Waco5VZWA==","A00000026204","2018-07-03T18:54Z","2018-12-10",1,0.124,50,0.308,0.239,0.143,0.068,0.14,241.6,103,4.9,59.7,39.4,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"823e0c0e-c873-49a5-8af2-8d3c03051f8d","SOAP_004.basePlot.cfc","D17","SOAP","SOAP_004","distributed","P3kunhL9imCEVtjyAAzgCIR/+HHae81qWx+LM/X/1WU=",NA,"P3kunhL9imCEVtjyAAzgCIR/+HHae81quvkXRbXUGyICnGm7Kl4Wjg==","A00000026214","2018-07-03T18:55Z","2018-12-10",2,0.122,50,0.231,0.176,0.032,0.023,0.157,201.6,126.8,18.7,106.3,52.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"e96260cf-a900-49ee-a2bd-93f749589165","SOAP_004.basePlot.cfc","D17","SOAP","SOAP_004","distributed","P3kunhL9imCEVtjyAAzgCIR/+HHae81qWx+LM/X/1WU=",NA,"P3kunhL9imCEVtjyAAzgCIR/+HHae81quvkXRbXUGyICnGm7Kl4Wjg==","A00000026214","2018-07-03T18:55Z","2018-12-10",1,0.127,50,0.232,0.169,0.034,0.022,0.153,227.7,136,19.2,95.7,62.4,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"9d08c7ef-43b1-46f6-b39f-1ccfb6d4374c","SOAP_004.basePlot.cfc","D17","SOAP","SOAP_004","distributed","P3kunhL9imC0nfaQkU3DFlBVqrU+ia8sH5e48uLWAX4=",NA,"P3kunhL9imC0nfaQkU3DFlBVqrU+ia8s7Z4RpWSuaX4=","A00000026269","2018-07-03T19:30Z","2018-12-10",1,0.127,50,0.247,0.153,0.075,0.038,0.072,102,39.3,2.8,25.3,30.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"10b7a8b3-003b-4e0a-beab-0439f29f28ee","SOAP_009.basePlot.cfc","D17","SOAP","SOAP_009","distributed","P3kunhL9imAitCzxiVlkI2YLSpSOMToG7ZZ8sliqakU=",NA,"P3kunhL9imAitCzxiVlkI2YLSpSOMToGtMdFjdx5vFxD3GxaLAgzxw==","A00000030561","2018-07-03T21:10Z","2018-12-10",1,0.107,50,0.439,0.754,0.171,0.092,0.086,487.4,133.6,4.1,35.4,20.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"d7223a2a-cf67-43ad-8a50-7777f2acba8f","SOAP_009.basePlot.cfc","D17","SOAP","SOAP_009","distributed","P3kunhL9imAlC8o2WmOPD140oyN9HecG6th4qxkfp9Q=",NA,"P3kunhL9imAlC8o2WmOPD140oyN9HecGb+ouoyuFjngWs5eq05V1AA==","A00000030566","2018-07-03T21:12Z","2018-12-10",1,0.137,50,0.254,0.308,0.115,0.058,0.089,47,100.8,3.6,25.3,22.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
